id,asset,w,h,url
spec-18715d58-53181,art/18715d58-53181/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/18715d58-53181/cover.webp
spec-18b1baad-51392,art/18b1baad-51392/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/18b1baad-51392/cover.webp
spec-18f6246d-51326,art/18f6246d-51326/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/18f6246d-51326/cover.webp
spec-1904a4f8-54418,art/1904a4f8-54418/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1904a4f8-54418/cover.webp
spec-190b9eb5-54244,art/190b9eb5-54244/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/190b9eb5-54244/cover.webp
spec-191641c4-49114,art/191641c4-49114/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/191641c4-49114/cover.webp
spec-193e0f9e-54479,art/193e0f9e-54479/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/193e0f9e-54479/cover.webp
spec-198f87a3-54482,art/198f87a3-54482/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/198f87a3-54482/cover.webp
spec-1a2956f7-49126,art/1a2956f7-49126/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1a2956f7-49126/cover.webp
spec-1a459d48-50186,art/1a459d48-50186/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1a459d48-50186/cover.webp
spec-1a593333-49830,art/1a593333-49830/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1a593333-49830/cover.webp
spec-1a79383a-54240,art/1a79383a-54240/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1a79383a-54240/cover.webp
spec-1a995070-50450,art/1a995070-50450/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1a995070-50450/cover.webp
spec-1b350061-52722,art/1b350061-52722/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1b350061-52722/cover.webp
spec-1ba17f6a-50297,art/1ba17f6a-50297/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1ba17f6a-50297/cover.webp
spec-1c1319d9-53848,art/1c1319d9-53848/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1c1319d9-53848/cover.webp
spec-1c4fa4a7-54958,art/1c4fa4a7-54958/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1c4fa4a7-54958/cover.webp
spec-1e7e1a92-51027,art/1e7e1a92-51027/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1e7e1a92-51027/cover.webp
spec-1e87ea59-54719,art/1e87ea59-54719/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1e87ea59-54719/cover.webp
spec-1ed0b48c-49815,art/1ed0b48c-49815/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1ed0b48c-49815/cover.webp
spec-1f6ea97b-49111,art/1f6ea97b-49111/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/1f6ea97b-49111/cover.webp
spec-202f49df-49082,art/202f49df-49082/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/202f49df-49082/cover.webp
spec-2037c4ad-51326,art/2037c4ad-51326/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2037c4ad-51326/cover.webp
spec-20eb2890-49127,art/20eb2890-49127/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/20eb2890-49127/cover.webp
spec-20f78bb8-49691,art/20f78bb8-49691/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/20f78bb8-49691/cover.webp
spec-21055db1-51098,art/21055db1-51098/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/21055db1-51098/cover.webp
spec-2144ed00-52699,art/2144ed00-52699/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2144ed00-52699/cover.webp
spec-21e7b9a8-48810,art/21e7b9a8-48810/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/21e7b9a8-48810/cover.webp
spec-21f1e4f6-49845,art/21f1e4f6-49845/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/21f1e4f6-49845/cover.webp
spec-22384ffe-49273,art/22384ffe-49273/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/22384ffe-49273/cover.webp
